id,title,description,availability,condition,price,sale_price,link,image_link,brand,product_type,custom_label_0,custom_label_1,custom_label_2,custom_label_3
shp-23393110246,Enxada Sul 1.5 Tramontina Olho Oval com Cabo de 130cm -77201/654,Enxada Sul 1.5 Tramontina Olho Oval com Cabo de 130cm -77201/654 - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,57.90 BRL,,https://marketpaycommerce.com.br/produto/shp-23393110246?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7rd6b-lwzoyrujeye76a,Lojas Afubra,Casa & Decoração,Shopee,Casa & Decoração,Sem desconto,Frete Pago
shp-8104150758,BAMOER 925 Sterling Silver Daisy Flower Clear CZ Stud Earrings for Women Sterling Silver Jewelry Valentine's Day Gift SCE419,BAMOER 925 Sterling Silver Daisy Flower Clear CZ Stud Earrings for Women Sterling Silver Jewelry Valentine's Day Gift SCE419 - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,66.84 BRL,,https://marketpaycommerce.com.br/produto/shp-8104150758?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_moda&utm_content=2026-03-22,https://cf.shopee.com.br/file/0ab44a6d94cabe6fd41122fac55ff2b6,Bamoer Joalheria S925,Moda,Shopee,Moda,Sem desconto,Frete Pago
shp-22596201627,Banila Co Clean It Zero Original Bálsamo Demaquilante 100ml,Banila Co Clean It Zero Original Bálsamo Demaquilante 100ml - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,199.90 BRL,,https://marketpaycommerce.com.br/produto/shp-22596201627?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_beleza-saude&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7qven-lihl5gtl1dd6bc,AMOBELEZA,Beleza & Saúde,Shopee,Beleza & Saúde,Sem desconto,Frete Pago
shp-23293503424,Kit 2 Polvilho Antisséptico Granado Fresh com 100g,Kit 2 Polvilho Antisséptico Granado Fresh com 100g - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,32.38 BRL,,https://marketpaycommerce.com.br/produto/shp-23293503424?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_beleza-saude&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-8262i-mlnnmay3wn41c8,Drogaria  Araujo,Beleza & Saúde,Shopee,Beleza & Saúde,Sem desconto,Frete Pago
shp-21986127069,Banila Co Limpe It Zero Toner Pad 70p 2Type,Banila Co Limpe It Zero Toner Pad 70p 2Type - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,144.26 BRL,,https://marketpaycommerce.com.br/produto/shp-21986127069?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_beleza-saude&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134207-7rbmp-lnrde08wbljc83,Glory of Seoul,Beleza & Saúde,Shopee,Beleza & Saúde,Sem desconto,Frete Pago
shp-23398698193,Cafeteira Philco PCF20A 720ml 20 Cafezinhos 650W 110V,Cafeteira Philco PCF20A 720ml 20 Cafezinhos 650W 110V - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,109.90 BRL,,https://marketpaycommerce.com.br/produto/shp-23398698193?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7rdvg-mbwvxkey1nwuae,Webcontinental Marketplace,Casa & Decoração,Shopee,Casa & Decoração,Sem desconto,Frete Pago
shp-22897914420,Caderno Brochura Universitário Stone 80 Folhas- Jandaia,Caderno Brochura Universitário Stone 80 Folhas- Jandaia - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,25.00 BRL,14.96 BRL,https://marketpaycommerce.com.br/produto/shp-22897914420?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_livros&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-82283-mhiabq255wch5c,SPK Papelaria,Livros,Shopee,Livros,30-49% OFF,Frete Pago
shp-23097833447,Vestido Curto Malha Logo Metalizado Planet Girls Bege Médio,Vestido Curto Malha Logo Metalizado Planet Girls Bege Médio - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,119.99 BRL,79.99 BRL,https://marketpaycommerce.com.br/produto/shp-23097833447?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_moda&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-824jl-me2oc1b53uvb72,Planet Girls,Moda,Shopee,Moda,30-49% OFF,Frete Pago
shp-41773136349,Pia de Cozinha Mármore Sintético 180x55cm com Cuba Aço Inox Multimóveis CR20476,Pia de Cozinha Mármore Sintético 180x55cm com Cuba Aço Inox Multimóveis CR20476 - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,949.90 BRL,699.99 BRL,https://marketpaycommerce.com.br/produto/shp-41773136349?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-824ix-mfk3s7gxzwga65,Multimóveis Oficial,Casa & Decoração,Shopee,Casa & Decoração,15-29% OFF,Frete Pago
shp-21266022355,Base Box Casal Gazin Romero 27X138X188,Base Box Casal Gazin Romero 27X138X188 - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,631.90 BRL,504.55 BRL,https://marketpaycommerce.com.br/produto/shp-21266022355?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-23030-nvs11do38qov5e,LojasBenoit,Casa & Decoração,Shopee,Casa & Decoração,15-29% OFF,Frete Pago
shp-23194164081,Conjunto para Sala de Jantar com 4 Cadeiras Inspirare Preto/Mel,Conjunto para Sala de Jantar com 4 Cadeiras Inspirare Preto/Mel - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,1384.68 BRL,1163.98 BRL,https://marketpaycommerce.com.br/produto/shp-23194164081?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-824g2-mfifhhqrfkenb3,MadeiraMadeira,Casa & Decoração,Shopee,Casa & Decoração,15-29% OFF,Frete Pago
shp-20797690637,Chuveiro Com Desviador e Ducha Manual Basic Cromado Celite 120mm,Chuveiro Com Desviador e Ducha Manual Basic Cromado Celite 120mm - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,408.78 BRL,367.91 BRL,https://marketpaycommerce.com.br/produto/shp-20797690637?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7rd53-lvuibd7pedhb07,ABC da Construçao,Casa & Decoração,Shopee,Casa & Decoração,1-14% OFF,Frete Pago
shp-23298471150,Barbie Fadas Mágicas com Cabelo Roxo - Mattel,Barbie Fadas Mágicas com Cabelo Roxo - Mattel - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,93.99 BRL,,https://marketpaycommerce.com.br/produto/shp-23298471150?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_beleza-saude&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7rfih-m9ojy6qugccx5f,Loja Toymania,Beleza & Saúde,Shopee,Beleza & Saúde,Sem desconto,Frete Pago
shp-20297690715,Kt 4 Pneu Barum By Continental 175/70r14 88t Xl Bravuris 5hm,Kt 4 Pneu Barum By Continental 175/70r14 88t Xl Bravuris 5hm - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,1827.90 BRL,,https://marketpaycommerce.com.br/produto/shp-20297690715?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_automotivo&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-81ztd-milqzzddhon54f,HipervarejoPneus,Automotivo,Shopee,Automotivo,Sem desconto,Frete Pago
shp-58206077163,Organizador de Parede Para Sacolas Ou Linha Flow,Organizador de Parede Para Sacolas Ou Linha Flow - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,64.99 BRL,,https://marketpaycommerce.com.br/produto/shp-58206077163?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-8262h-mlc3lno68npgae,<OU>,Casa & Decoração,Shopee,Casa & Decoração,Sem desconto,Frete Pago
shp-19398810097,Kit 3 Un. Petisco Whiskas Temptations Anti Bola De Pelo Gatos Adultos 80g,Kit 3 Un. Petisco Whiskas Temptations Anti Bola De Pelo Gatos Adultos 80g - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,59.90 BRL,,https://marketpaycommerce.com.br/produto/shp-19398810097?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7qve9-lk5nxgg705nb22,Popular Pet,Casa & Decoração,Shopee,Casa & Decoração,Sem desconto,Frete Pago
shp-58250291078,Escova Rotativa Philco 1100W 2 rotações Beauty Shine PEC03R 220V,Escova Rotativa Philco 1100W 2 rotações Beauty Shine PEC03R 220V - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,186.90 BRL,,https://marketpaycommerce.com.br/produto/shp-58250291078?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_beleza-saude&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-821fz-mgi5vyx2m39kb9,Webco Prime,Beleza & Saúde,Shopee,Beleza & Saúde,Sem desconto,Frete Pago
shp-22400190443,Kit de Pote Hermético de Vidro Quadrado com Tampa de Bambu 5 Peças - Oikos,Kit de Pote Hermético de Vidro Quadrado com Tampa de Bambu 5 Peças - Oikos - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,249.90 BRL,136.99 BRL,https://marketpaycommerce.com.br/produto/shp-22400190443?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-8261k-mlewgkp0hvycb5,Loja Oikos,Casa & Decoração,Shopee,Casa & Decoração,30-49% OFF,Frete Pago
shp-20197998138,Chuteira Futsal Mizuno Masculina Morelia Club In,Chuteira Futsal Mizuno Masculina Morelia Club In - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,489.89 BRL,287.88 BRL,https://marketpaycommerce.com.br/produto/shp-20197998138?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_esportes&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-82601-ml5kh19hfthcd7,Color Sports,Esportes,Shopee,Esportes,30-49% OFF,Frete Pago
shp-44269406751,Tênis Under Armour Unissex Charged Skyline 4 Original,Tênis Under Armour Unissex Charged Skyline 4 Original - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,479.99 BRL,329.99 BRL,https://marketpaycommerce.com.br/produto/shp-44269406751?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_moda&utm_content=2026-03-22,https://cf.shopee.com.br/file/br-11134207-81z1k-mhi05l75ce868f,Usee Brasil Sports,Moda,Shopee,Moda,30-49% OFF,Frete Pago
shp-46302835469,Manyo Bifida Biome Ampoule Mask 30g 1ea,Manyo Bifida Biome Ampoule Mask 30g 1ea - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,28.60 BRL,19.98 BRL,https://marketpaycommerce.com.br/produto/shp-46302835469?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_beleza-saude&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134207-822x1-mi18z3mo2oec39,koksara.kbeauty,Beleza & Saúde,Shopee,Beleza & Saúde,30-49% OFF,Frete Pago
shp-23494332271,Café Solúvel Nescafé Tradição 200g,Café Solúvel Nescafé Tradição 200g - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,39.95 BRL,34.90 BRL,https://marketpaycommerce.com.br/produto/shp-23494332271?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7rdyb-mdn7a2cwhnit67,Efácil Oficial,Casa & Decoração,Shopee,Casa & Decoração,1-14% OFF,Frete Pago
shp-19499583381,"Carro Elétrico Infantil, 12V, com Controle Remoto, Capacidade 25Kg, USB, Farol, Rosa","Carro Elétrico Infantil, 12V, com Controle Remoto, Capacidade 25Kg, USB, Farol, Rosa - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.",in stock,new,935.14 BRL,822.90 BRL,https://marketpaycommerce.com.br/produto/shp-19499583381?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_beleza-saude&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7ra1s-m4lxoq88ftj583,SJCD_SC,Beleza & Saúde,Shopee,Beleza & Saúde,1-14% OFF,Frete Pago
shp-8267348503,Livro - O cortiço - Capa comum - Principis,Livro - O cortiço - Capa comum - Principis - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,29.90 BRL,27.81 BRL,https://marketpaycommerce.com.br/produto/shp-8267348503?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_livros&utm_content=2026-03-22,https://cf.shopee.com.br/file/465363c70dad5a60c25e4a8de991b6f4,Ciranda Cultural,Livros,Shopee,Livros,1-14% OFF,Frete Pago
shp-22819985397,KIT 20 Ração Úmida Gran Plus Sachê Cães Gourmet Adultos Frango - 100g,KIT 20 Ração Úmida Gran Plus Sachê Cães Gourmet Adultos Frango - 100g - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,72.30 BRL,68.69 BRL,https://marketpaycommerce.com.br/produto/shp-22819985397?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-23010-md10mhvvrqmvfe,Tudo de Bicho II,Casa & Decoração,Shopee,Casa & Decoração,1-14% OFF,Frete Pago
shp-23698407379,MQ Professional Max480 Slim Titanium - Chapinha de Cabelo Preta,MQ Professional Max480 Slim Titanium - Chapinha de Cabelo Preta - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,439.90 BRL,429.90 BRL,https://marketpaycommerce.com.br/produto/shp-23698407379?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_beleza-saude&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7rens-m8wlrtr7qduq8c,Evas Perfumaria,Beleza & Saúde,Shopee,Beleza & Saúde,1-14% OFF,Frete Pago
shp-23793130182,Gin Tanqueray Garrafa com 275 ml,Gin Tanqueray Garrafa com 275 ml - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,25.20 BRL,,https://marketpaycommerce.com.br/produto/shp-23793130182?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7rdw9-lxifssua6nxb95,Carrefour,Casa & Decoração,Shopee,Casa & Decoração,Sem desconto,Frete Pago
shp-22097287007,15 Revistas Livrinhos Colorir Infantil Atividades Pintar Kit Festa Lembrancinha Prenda Criança novo,15 Revistas Livrinhos Colorir Infantil Atividades Pintar Kit Festa Lembrancinha Prenda Criança novo - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,29.96 BRL,23.97 BRL,https://marketpaycommerce.com.br/produto/shp-22097287007?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_livros&utm_content=2026-03-22,https://cf.shopee.com.br/file/br-11134207-7r98o-lqks3zk45a1raa,Bolinha Mágica,Livros,Shopee,Livros,15-29% OFF,Frete Pago
shp-21799093741,Copo de Vidro Incolor Detalhe Étnico 400ml com Tampa e Canudo para Sucos Refrigerantes e Refrescos,Copo de Vidro Incolor Detalhe Étnico 400ml com Tampa e Canudo para Sucos Refrigerantes e Refrescos - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,23.16 BRL,20.00 BRL,https://marketpaycommerce.com.br/produto/shp-21799093741?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7rbko-loyi6pezp8mr3a,Loja Cromus Oficial,Casa & Decoração,Shopee,Casa & Decoração,1-14% OFF,Frete Pago
shp-58200145985,"Ombrelone Lateral Preto 3,00m Com LED Importway Ideal Para Piscina, Jardim e Varanda Gourmet","Ombrelone Lateral Preto 3,00m Com LED Importway Ideal Para Piscina, Jardim e Varanda Gourmet - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.",in stock,new,919.77 BRL,819.17 BRL,https://marketpaycommerce.com.br/produto/shp-58200145985?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_esportes&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-8257z-mgff4ojr4qvdd8,Auto Equip Sc 2,Esportes,Shopee,Esportes,1-14% OFF,Frete Pago
shp-23797292738,KIT 5~20 Caixas P/6 Ovos de Páscoa 50g a Dupla Face Páscoa Encantada 4842 (PASCOA IDEIA OUTLET) OFERTA,KIT 5~20 Caixas P/6 Ovos de Páscoa 50g a Dupla Face Páscoa Encantada 4842 (PASCOA IDEIA OUTLET) OFERTA - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,28.95 BRL,26.06 BRL,https://marketpaycommerce.com.br/produto/shp-23797292738?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_livros&utm_content=2026-03-22,https://cf.shopee.com.br/file/br-11134207-7r98o-lrqdzsvkxtl911,CHOCOBRAZ EMBALAGENS,Livros,Shopee,Livros,1-14% OFF,Frete Pago
shp-23599274701,FUNKO POP STAR WARS LIGHT AND SOUNDS - DARTH VADER 795 NOVO ORIGINAL,FUNKO POP STAR WARS LIGHT AND SOUNDS - DARTH VADER 795 NOVO ORIGINAL - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,299.90 BRL,284.90 BRL,https://marketpaycommerce.com.br/produto/shp-23599274701?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_games&utm_content=2026-03-22,https://cf.shopee.com.br/file/br-11134207-81ztc-mjo8wo066nt2b7,COLLECTIONS.BR,Games,Shopee,Games,1-14% OFF,Frete Pago
shp-20397673905,Kit com 20 Telhas de Pvc Plan 198x88cm  Ceramica,Kit com 20 Telhas de Pvc Plan 198x88cm  Ceramica - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,1782.80 BRL,,https://marketpaycommerce.com.br/produto/shp-20397673905?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7rd6a-lunyaxjc6n2897,MadeiraMadeira,Casa & Decoração,Shopee,Casa & Decoração,Sem desconto,Frete Pago
shp-43705853717,Ferido Nao Mais | Lester Bello,Ferido Nao Mais | Lester Bello - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,16.93 BRL,,https://marketpaycommerce.com.br/produto/shp-43705853717?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_livros&utm_content=2026-03-22,https://cf.shopee.com.br/file/br-11134207-7r98o-mbdtfrrbekjz70,Kippah Store,Livros,Shopee,Livros,Sem desconto,Frete Pago
shp-22994658967,Camisa Flamengo Frequência Infantil Marinho,Camisa Flamengo Frequência Infantil Marinho - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,144.90 BRL,,https://marketpaycommerce.com.br/produto/shp-22994658967?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_moda&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-821ej-mgmlg9hpdssp88,Fut Fanatics,Moda,Shopee,Moda,Sem desconto,Frete Pago
shp-23293270334,Bíblia Sagrada The Purpose Book | A21 | Espaço Para Anotações | Capa Dura com Tecido Flores | Thomas Nelson Brasil,Bíblia Sagrada The Purpose Book | A21 | Espaço Para Anotações | Capa Dura com Tecido Flores | Thomas Nelson Brasil - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,219.99 BRL,,https://marketpaycommerce.com.br/produto/shp-23293270334?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_livros&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7rdwr-m0245uq7nmhhbe,Livraria Cordeiro,Livros,Shopee,Livros,Sem desconto,Frete Pago
shp-19139711171,Bamoer Bead 925 Sterling Moon Acessórios Para Pulseira Ou Colar De Bricolage,Bamoer Bead 925 Sterling Moon Acessórios Para Pulseira Ou Colar De Bricolage - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,129.80 BRL,,https://marketpaycommerce.com.br/produto/shp-19139711171?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_moda&utm_content=2026-03-22,https://cf.shopee.com.br/file/6363987d4586274fccfe59c6ee57c8e6,Bamoer Joalheria S925,Moda,Shopee,Moda,Sem desconto,Frete Pago
shp-22997838544,Tênis Aramis Daily Slip Rain Preto,Tênis Aramis Daily Slip Rain Preto - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,270.90 BRL,,https://marketpaycommerce.com.br/produto/shp-22997838544?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_moda&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7rdxl-m0k7ykudf98kcf,Fut Fanatics,Moda,Shopee,Moda,Sem desconto,Frete Pago
shp-23397454126,Gargantilha Formato De Coração 50 Cm Rommanel 531786,Gargantilha Formato De Coração 50 Cm Rommanel 531786 - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,278.60 BRL,,https://marketpaycommerce.com.br/produto/shp-23397454126?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_moda&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7rd5h-ltzh4gsnopwa39,LOJA FULL COMERCE,Moda,Shopee,Moda,Sem desconto,Frete Pago
shp-19897976210,Roçadeira a Gasolina Costal 52CC 2.17HP 2 Tempos,Roçadeira a Gasolina Costal 52CC 2.17HP 2 Tempos - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,632.80 BRL,,https://marketpaycommerce.com.br/produto/shp-19897976210?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7req8-m1wtbg9qfnpl55,Agrotama_oficial,Casa & Decoração,Shopee,Casa & Decoração,Sem desconto,Frete Pago
shp-23993389789,Quadro Decorativo Floral Contemporâneo Moldura Branca 50x75 Com Vidro,Quadro Decorativo Floral Contemporâneo Moldura Branca 50x75 Com Vidro - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,370.00 BRL,,https://marketpaycommerce.com.br/produto/shp-23993389789?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/br-11134207-7r98o-m0soxeu2n2bl5c,Outlet dos Espelhos,Casa & Decoração,Shopee,Casa & Decoração,Sem desconto,Frete Pago
shp-23394308420,Streaming Box Plus Faaftech Octacore Carplay Android 4Gx64G + 128G Aplicativo Carplay Android 13,Streaming Box Plus Faaftech Octacore Carplay Android 4Gx64G + 128G Aplicativo Carplay Android 13 - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,1549.00 BRL,,https://marketpaycommerce.com.br/produto/shp-23394308420?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_automotivo&utm_content=2026-03-22,https://cf.shopee.com.br/file/br-11134207-7r98o-mdc88kzjya691f,W16 Audio,Automotivo,Shopee,Automotivo,Sem desconto,Frete Pago
shp-23197916125,Wella Professionals Invigo Nutri Enrich Condicionador Cabelo Secos ou Danificados 1l,Wella Professionals Invigo Nutri Enrich Condicionador Cabelo Secos ou Danificados 1l - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,321.99 BRL,198.99 BRL,https://marketpaycommerce.com.br/produto/shp-23197916125?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_beleza-saude&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7rdww-m17bdklrl67852,Evas Perfumaria,Beleza & Saúde,Shopee,Beleza & Saúde,30-49% OFF,Frete Pago
shp-28385352987,Lovito Blusa elegante Jacquard de pérolas com estrutura lisa para mulheres L132ED151,Lovito Blusa elegante Jacquard de pérolas com estrutura lisa para mulheres L132ED151 - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,75.50 BRL,47.25 BRL,https://marketpaycommerce.com.br/produto/shp-28385352987?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_moda&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-824h1-mfmbm0v5ssgcbd,Lovito Loja Oficial,Moda,Shopee,Moda,30-49% OFF,Frete Pago
shp-19598076314,Garrafinha Térmica Infantil Skye e Equipe 320 ml Rosa,Garrafinha Térmica Infantil Skye e Equipe 320 ml Rosa - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,229.90 BRL,159.90 BRL,https://marketpaycommerce.com.br/produto/shp-19598076314?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7rcbz-m66zr4vmehds96,Bagaggio Oficial,Casa & Decoração,Shopee,Casa & Decoração,30-49% OFF,Frete Pago
shp-23694674047,Boneca Disney Princesa Bela Com Cachorrinho - Mattel Jfc42,Boneca Disney Princesa Bela Com Cachorrinho - Mattel Jfc42 - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,189.90 BRL,149.00 BRL,https://marketpaycommerce.com.br/produto/shp-23694674047?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_beleza-saude&utm_content=2026-03-22,https://cf.shopee.com.br/file/br-11134207-81z1k-mhgralaqu4g133,GAMELÂNDIA,Beleza & Saúde,Shopee,Beleza & Saúde,15-29% OFF,Frete Pago
shp-21860745353,Balcão Gabinete de Pia Madesa Lux 120 cm 2 Portas 3 Gavetas (Sem Tampo) - Branco/Branco Veludo,Balcão Gabinete de Pia Madesa Lux 120 cm 2 Portas 3 Gavetas (Sem Tampo) - Branco/Branco Veludo - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,1339.99 BRL,1054.34 BRL,https://marketpaycommerce.com.br/produto/shp-21860745353?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-22120-uf27nkk5xclv1e,Madesa Móveis,Casa & Decoração,Shopee,Casa & Decoração,15-29% OFF,Frete Pago
shp-22492068254,Balcão Fruteira Multiuso Ditália MF-95 Branco/Preto,Balcão Fruteira Multiuso Ditália MF-95 Branco/Preto - Disponível em Shopee. Compare preços e compre com segurança no MarketPay.,in stock,new,257.40 BRL,221.64 BRL,https://marketpaycommerce.com.br/produto/shp-22492068254?utm_source=meta&utm_medium=cpc&utm_campaign=catalog_casa-decoracao&utm_content=2026-03-22,https://cf.shopee.com.br/file/sg-11134201-7qvdr-lkbaa736zngy38,Cozy - Ame Sua Casa,Casa & Decoração,Shopee,Casa & Decoração,1-14% OFF,Frete Pago
